"","uri","nome","idLegislaturaInicial","idLegislaturaFinal","nomeCivil","cpf","siglaSexo","urlRedeSocial","urlWebsite","dataNascimento","dataFalecimento","ufNascimento","municipioNascimento"
"22","https://dadosabertos.camara.leg.br/api/v2/deputados/73788","Ricardo Barros",50,56,"RICARDO JOSÉ MAGALHÃES BARROS",NA,"M",NA,NA,1959-11-15,NA,"PR","Maringá"
"23","https://dadosabertos.camara.leg.br/api/v2/deputados/73801","Renildo Calheiros",49,56,"RENILDO VASCONCELOS CALHEIROS",NA,"M",NA,NA,1959-04-20,NA,"AL","Murici"
"24","https://dadosabertos.camara.leg.br/api/v2/deputados/73808","Sérgio Brito",48,56,"SÉRGIO LUÍS LACERDA BRITO",NA,"M",NA,NA,1961-06-08,NA,"BA","Vitória da Conquista"
"25","https://dadosabertos.camara.leg.br/api/v2/deputados/73891","Darcísio Perondi",50,56,"DARCÍSIO PAULO PERONDI",NA,"M",NA,NA,1947-04-02,NA,"RS","Ijuí"
"26","https://dadosabertos.camara.leg.br/api/v2/deputados/73943","Perpétua Almeida",52,56,"MARIA PERPÉTUA DE ALMEIDA",NA,"F",NA,NA,1964-12-28,NA,"AC","Porto Walter"
"27","https://dadosabertos.camara.leg.br/api/v2/deputados/74010","VALDIR COLATTO",48,56,"VALDIR COLATTO",NA,"M",NA,NA,1949-10-15,NA,"RS","Lagoa Vermelha"
"28","https://dadosabertos.camara.leg.br/api/v2/deputados/74043","Wellington Roberto",52,56,"JOSÉ WELLINGTON ROBERTO",NA,"M",NA,NA,1959-05-19,NA,"PB","São José de Piranhas"
"29","https://dadosabertos.camara.leg.br/api/v2/deputados/74044","Wilson Santiago",52,56,"JOSÉ WILSON SANTIAGO",NA,"M",NA,NA,1957-06-10,NA,"PB","Uiraúna"
"30","https://dadosabertos.camara.leg.br/api/v2/deputados/74052","Bosco Costa",52,56,"JOÃO BOSCO DA COSTA",NA,"M",NA,NA,1950-09-28,NA,"SE","Itabaiana"
"31","https://dadosabertos.camara.leg.br/api/v2/deputados/74057","Alice Portugal",52,56,"ALICE MAZZUCO PORTUGAL",NA,"F",NA,NA,1959-05-16,NA,"BA","Salvador"
"32","https://dadosabertos.camara.leg.br/api/v2/deputados/74060","Daniel Almeida",52,56,"DANIEL GOMES DE ALMEIDA",NA,"M",NA,NA,1955-01-21,NA,"BA","Mairi"
"33","https://dadosabertos.camara.leg.br/api/v2/deputados/74075","Elcione Barbalho",50,56,"ELCIONE THEREZINHA ZAHLUTH BARBALHO",NA,"F",NA,NA,1944-10-05,NA,"PA","Belém"
"34","https://dadosabertos.camara.leg.br/api/v2/deputados/74079","José Priante",50,56,"JOSÉ BENITO PRIANTE JÚNIOR",NA,"M",NA,NA,1963-12-02,NA,"PA","Belém"
"35","https://dadosabertos.camara.leg.br/api/v2/deputados/74090","Átila Lins",49,56,"ÁTILA SIDNEY LINS ALBUQUERQUE",NA,"M",NA,NA,1950-11-22,NA,"AM","Fonte Boa"
"36","https://dadosabertos.camara.leg.br/api/v2/deputados/74141","Josias Gomes",52,56,"JOSIAS GOMES DA SILVA",NA,"M",NA,NA,1956-10-14,NA,"PE","Amaraji"
"37","https://dadosabertos.camara.leg.br/api/v2/deputados/74156","Leonardo Monteiro",52,56,"JOSÉ LEONARDO COSTA MONTEIRO",NA,"M",NA,NA,1951-10-09,NA,"MG","Governador Valadares"
"38","https://dadosabertos.camara.leg.br/api/v2/deputados/74158","Mário Heringer",52,56,"MÁRIO LÚCIO HERINGER",NA,"M",NA,NA,1954-09-30,NA,"MG","Manhumirim"
"39","https://dadosabertos.camara.leg.br/api/v2/deputados/74159","Odair Cunha",52,56,"ODAIR JOSÉ DA CUNHA",NA,"M",NA,NA,1976-06-18,NA,"SP","Piedade"
"40","https://dadosabertos.camara.leg.br/api/v2/deputados/74160","Patrus Ananias",52,56,"PATRUS ANANIAS DE SOUSA",NA,"M",NA,NA,1952-01-26,NA,"MG","Bocaiúva"
"41","https://dadosabertos.camara.leg.br/api/v2/deputados/74161","Reginaldo Lopes",52,56,"REGINALDO LÁZARO DE OLIVEIRA LOPES",NA,"M",NA,NA,1973-04-02,NA,"MG","Bom Sucesso"
"42","https://dadosabertos.camara.leg.br/api/v2/deputados/74165","Neucimar Fraga",52,56,"NEUCIMAR FERREIRA FRAGA",NA,"M",NA,NA,1966-06-26,NA,"BA","Itanhém"
"43","https://dadosabertos.camara.leg.br/api/v2/deputados/74200","Gastão Vieira",50,56,"GASTÃO DIAS VIEIRA",NA,"M",NA,NA,1946-06-15,NA,"MA","São Luís"
"44","https://dadosabertos.camara.leg.br/api/v2/deputados/74212","Aníbal Gomes",50,56,"ANÍBAL FERREIRA GOMES",NA,"M",NA,NA,1953-06-07,NA,"RJ","Rio de Janeiro"
"45","https://dadosabertos.camara.leg.br/api/v2/deputados/74262","Carlos Sampaio",52,56,"CARLOS HENRIQUE FOCESI SAMPAIO",NA,"M",NA,NA,1963-03-31,NA,"SP","Campinas"
"46","https://dadosabertos.camara.leg.br/api/v2/deputados/74270","Gilberto Nascimento",52,56,"GILBERTO NASCIMENTO SILVA",NA,"M",NA,NA,1956-07-09,NA,"SP","São Paulo"
"47","https://dadosabertos.camara.leg.br/api/v2/deputados/74273","Jefferson Campos",52,56,"JEFFERSON ALVES DE CAMPOS",NA,"M",NA,NA,1964-10-26,NA,"SP","Ourinhos"
"48","https://dadosabertos.camara.leg.br/api/v2/deputados/74283","Vicentinho",52,56,"VICENTE PAULO DA SILVA",NA,"M",NA,NA,1956-04-08,NA,"RN","Santa Cruz"
"49","https://dadosabertos.camara.leg.br/api/v2/deputados/74299","Leônidas Cristino",50,56,"JOSÉ LEÔNIDAS DE MENEZES CRISTINO",NA,"M",NA,NA,1957-06-03,NA,"CE","Coreaú"
"50","https://dadosabertos.camara.leg.br/api/v2/deputados/74305","Roberto Pessoa",50,56,"ROBERTO SOARES PESSOA",NA,"M",NA,NA,1943-05-21,NA,"CE","Fortaleza"
"51","https://dadosabertos.camara.leg.br/api/v2/deputados/74317","Júlio Cesar",50,56,"JÚLIO CÉSAR DE CARVALHO LIMA",NA,"M",NA,NA,1948-08-25,NA,"PI","Guadalupe"
"52","https://dadosabertos.camara.leg.br/api/v2/deputados/74319","Paes Landim",48,56,"JOSÉ FRANCISCO PAES LANDIM",NA,"M",NA,NA,1937-03-23,NA,"PI","São João do Piauí"
"53","https://dadosabertos.camara.leg.br/api/v2/deputados/74352","Nilson Pinto",51,56,"NILSON PINTO DE OLIVEIRA",NA,"M",NA,NA,1952-03-25,NA,"PA","Belém"
"54","https://dadosabertos.camara.leg.br/api/v2/deputados/74356","Silas Câmara",51,56,"SILAS CÂMARA",NA,"M",NA,NA,1962-12-15,NA,"AC","Rio Branco"
"55","https://dadosabertos.camara.leg.br/api/v2/deputados/74366","João Campos",52,56,"JOÃO CAMPOS DE ARAÚJO",NA,"M",NA,NA,1962-12-28,NA,"TO","Peixe"
"56","https://dadosabertos.camara.leg.br/api/v2/deputados/74371","Rubens Otoni",52,56,"RUBENS OTONI GOMIDE",NA,"M",NA,NA,1956-02-06,NA,"GO","Goianésia"
"57","https://dadosabertos.camara.leg.br/api/v2/deputados/74374","Geraldo Resende",52,56,"GERALDO RESENDE PEREIRA",NA,"M",NA,NA,1955-04-20,NA,"MG","Córrego Danta"
"58","https://dadosabertos.camara.leg.br/api/v2/deputados/74376","Vander Loubet",52,56,"VANDER LUIZ DOS SANTOS LOUBET",NA,"M",NA,NA,1964-01-22,NA,"MS","Porto Murtinho"
"59","https://dadosabertos.camara.leg.br/api/v2/deputados/74383","Giacobo",52,56,"FERNANDO LÚCIO GIACOBO",NA,"M",NA,NA,1970-12-17,NA,"PR","Pato Branco"
"60","https://dadosabertos.camara.leg.br/api/v2/deputados/74398","Maria do Rosário",52,56,"MARIA DO ROSÁRIO NUNES",NA,"F",NA,NA,1966-11-22,NA,"RS","Veranópolis"
"61","https://dadosabertos.camara.leg.br/api/v2/deputados/74399","Onyx Lorenzoni",52,56,"ONYX DORNELLES LORENZONI",NA,"M",NA,NA,1954-10-03,NA,"RS","Porto Alegre"
"62","https://dadosabertos.camara.leg.br/api/v2/deputados/74400","Paulo Pimenta",52,56,"PAULO ROBERTO SEVERO PIMENTA",NA,"M",NA,NA,1965-03-19,NA,"RS","Santa Maria"
"63","https://dadosabertos.camara.leg.br/api/v2/deputados/74419","Gonzaga Patriota",48,56,"LUIZ GONZAGA PATRIOTA",NA,"M",NA,NA,1946-04-26,NA,"PE","Sertânia"
"64","https://dadosabertos.camara.leg.br/api/v2/deputados/74439","Wolney Queiroz",50,56,"WOLNEY QUEIROZ MACIEL",NA,"M",NA,NA,1972-12-12,NA,"PE","Caruaru"
"65","https://dadosabertos.camara.leg.br/api/v2/deputados/74459","Átila Lira",48,56,"ÁTILA FREITAS LIRA",NA,"M",NA,NA,1947-04-07,NA,"PI","Piripiri"
"66","https://dadosabertos.camara.leg.br/api/v2/deputados/74467","Damião Feliciano",51,56,"DAMIÃO FELICIANO DA SILVA",NA,"M",NA,NA,1952-04-28,NA,"PB","Campina Grande"
"67","https://dadosabertos.camara.leg.br/api/v2/deputados/74471","André de Paula",51,56,"ANDRÉ CARLOS ALVES DE PAULA FILHO",NA,"M",NA,NA,1961-07-22,NA,"PE","Recife"
"68","https://dadosabertos.camara.leg.br/api/v2/deputados/74478","Luciano Bivar",51,56,"LUCIANO CALDAS BIVAR",NA,"M",NA,NA,1944-11-29,NA,"PE","Recife"
"69","https://dadosabertos.camara.leg.br/api/v2/deputados/74537","Claudio Cajado",50,56,"CLÁUDIO CAJADO SAMPAIO",NA,"M",NA,NA,1963-12-01,NA,"BA","Salvador"
"70","https://dadosabertos.camara.leg.br/api/v2/deputados/74554","José Rocha",50,56,"JOSÉ ALVES ROCHA",NA,"M",NA,NA,1948-08-18,NA,"BA","Coribe"
"71","https://dadosabertos.camara.leg.br/api/v2/deputados/74571","Nelson Pellegrino",51,56,"NELSON VICENTE PORTELA PELLEGRINO",NA,"M",NA,NA,1960-12-27,NA,"BA","Salvador"
"72","https://dadosabertos.camara.leg.br/api/v2/deputados/74574","Paulo Magalhães",51,56,"PAULO SÉRGIO PARANHOS DE MAGALHÃES",NA,"M",NA,NA,1952-11-28,NA,"BA","Salvador"
"73","https://dadosabertos.camara.leg.br/api/v2/deputados/74585","Lincoln Portela",51,56,"LINCOLN DINIZ PORTELA",NA,"M",NA,NA,1953-11-03,NA,"MG","Belo Horizonte"
"74","https://dadosabertos.camara.leg.br/api/v2/deputados/74646","Aécio Neves",48,56,"AÉCIO NEVES DA CUNHA",NA,"M",NA,NA,1960-03-10,NA,"MG","Belo Horizonte"
"75","https://dadosabertos.camara.leg.br/api/v2/deputados/74655","Eduardo Barbosa",50,56,"EDUARDO LUIZ BARROS BARBOSA",NA,"M",NA,NA,1958-08-25,NA,"MG","Pará de Minas"
"76","https://dadosabertos.camara.leg.br/api/v2/deputados/74693","Rodrigo Maia",51,56,"RODRIGO FELINTO IBARRA EPITÁCIO MAIA",NA,"M",NA,NA,1970-06-12,NA,NA,"Santiago"
"77","https://dadosabertos.camara.leg.br/api/v2/deputados/74749","Mauro Lopes",50,56,"MAURO RIBEIRO LOPES",NA,"M",NA,NA,1936-05-24,NA,"MG","Entre Folhas"
"78","https://dadosabertos.camara.leg.br/api/v2/deputados/74784","Luiza Erundina",51,56,"LUIZA ERUNDINA DE SOUSA",NA,"F",NA,NA,1934-11-30,NA,"PB","Uiraúna"
"79","https://dadosabertos.camara.leg.br/api/v2/deputados/74806","Tadeu Filippelli",51,56,"NELSON TADEU FILIPPELLI",NA,"M",NA,NA,1949-05-11,NA,"SP","Catanduva"
"80","https://dadosabertos.camara.leg.br/api/v2/deputados/74848","Jandira Feghali",49,56,"JANDIRA FEGHALI",NA,"F",NA,NA,1957-05-17,NA,"PR","Curitiba"
"81","https://dadosabertos.camara.leg.br/api/v2/deputados/75431","Maurício Dziedricki",54,56,"MAURÍCIO ALEXANDRE DZIEDRICKI",NA,"M",NA,NA,1979-07-26,NA,"PR","Curitiba"
"82","https://dadosabertos.camara.leg.br/api/v2/deputados/76874","Marcelo Freixo",56,56,"MARCELO RIBEIRO FREIXO",NA,"M",NA,NA,1967-04-12,NA,"RJ","Niterói"
"83","https://dadosabertos.camara.leg.br/api/v2/deputados/81055","Márcio Jerry",56,56,"MÁRCIO JERRY SARAIVA BARROSO",NA,"M",NA,NA,1966-11-14,NA,"MA","Colinas"
"84","https://dadosabertos.camara.leg.br/api/v2/deputados/81297","Dra. Soraya Manato",56,56,"SORAYA DE SOUZA MANNATO",NA,"F",NA,NA,1961-03-10,NA,"ES","Linhares"
"85","https://dadosabertos.camara.leg.br/api/v2/deputados/90201","Pedro Augusto Bezerra",56,56,"PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES",NA,"M",NA,NA,1980-10-11,NA,"CE","Juazeiro do Norte"
"86","https://dadosabertos.camara.leg.br/api/v2/deputados/90842","Santini",56,56,"RONALDO SANTINI",NA,"M",NA,NA,1973-10-02,NA,"RS","Lagoa Vermelha"
"87","https://dadosabertos.camara.leg.br/api/v2/deputados/92102","Leur Lomanto Júnior",56,56,"LEUR ANTONIO DE BRITTO LOMANTO JUNIOR",NA,"M",NA,NA,1976-10-28,NA,"BA","Salvador"
"88","https://dadosabertos.camara.leg.br/api/v2/deputados/92172","Milton Coelho",56,56,"MILTON COELHO DA SILVA NETO",NA,"M",NA,NA,1964-12-21,NA,"MA","Codó"
"89","https://dadosabertos.camara.leg.br/api/v2/deputados/92346","Eduardo Bolsonaro",55,56,"EDUARDO NANTES BOLSONARO",NA,"M",NA,NA,1984-07-10,NA,"RJ","Rio de Janeiro"
"90","https://dadosabertos.camara.leg.br/api/v2/deputados/92699","Fernando Monteiro",55,56,"FERNANDO MONTEIRO DE ALBUQUERQUE",NA,"M",NA,NA,1976-09-17,NA,"PE","Recife"
"91","https://dadosabertos.camara.leg.br/api/v2/deputados/92776","Stefano Aguiar",54,56,"STEFANO AGUIAR DOS SANTOS",NA,"M",NA,NA,1976-03-03,NA,"MG","Belo Horizonte"
"92","https://dadosabertos.camara.leg.br/api/v2/deputados/93083","Cacá Leão",55,56,"CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO",NA,"M",NA,NA,1979-11-03,NA,"BA","Salvador"
"93","https://dadosabertos.camara.leg.br/api/v2/deputados/98057","Lafayette de Andrada",56,56,"LAFAYETTE LUIZ DOORGAL DE ANDRADA",NA,"M",NA,NA,1966-10-17,NA,"MG","Belo Horizonte"
"94","https://dadosabertos.camara.leg.br/api/v2/deputados/107283","Gleisi Hoffmann",56,56,"GLEISI HELENA HOFFMANN",NA,"F",NA,NA,1965-09-06,NA,"PR","Curitiba"
"95","https://dadosabertos.camara.leg.br/api/v2/deputados/108338","Jaqueline Cassol",56,56,"DIRLAINE JAQUELINE CASSOL",NA,"F",NA,NA,1974-12-03,NA,"SC","São Miguel do Oeste"
"96","https://dadosabertos.camara.leg.br/api/v2/deputados/109429","Benes Leocádio",56,56,"LUIZ BENES LEOCADIO DE ARAUJO",NA,"M",NA,NA,1966-04-22,NA,"RN","Santana do Matos"
"97","https://dadosabertos.camara.leg.br/api/v2/deputados/112437","João Marcelo Souza",55,56,"JOÃO MARCELO SANTOS SOUZA",NA,"M",NA,NA,1973-11-11,NA,"MA","São Luís"
"98","https://dadosabertos.camara.leg.br/api/v2/deputados/115746","Gelson Azevedo",56,56,"GELSON DE AZEVEDO ALMEIDA",NA,"M",NA,NA,1965-01-10,NA,"RJ","Campos dos Goytacazes"
"99","https://dadosabertos.camara.leg.br/api/v2/deputados/116379","Darci de Matos",56,56,"DARCI DE MATOS",NA,"M",NA,NA,1961-11-08,NA,"PR","Cafelândia"
"100","https://dadosabertos.camara.leg.br/api/v2/deputados/121948","Adriano do Baldy",56,56,"ADRIANO ANTÔNIO AVELAR",NA,"M",NA,NA,1969-09-06,NA,"GO","Goiás"
"101","https://dadosabertos.camara.leg.br/api/v2/deputados/122158","Pedro Paulo",54,56,"PEDRO PAULO CARVALHO TEIXEIRA",NA,"M",NA,NA,1972-06-29,NA,"RJ","Rio de Janeiro"
"102","https://dadosabertos.camara.leg.br/api/v2/deputados/122466","Ronaldo Martins",55,56,"RONALDO MANCHADO MARTINS",NA,"M",NA,NA,1978-01-21,NA,"SP","São Paulo"
"103","https://dadosabertos.camara.leg.br/api/v2/deputados/122974","Pedro Lucas Fernandes",56,56,"PEDRO LUCAS ANDRADE FERNANDES RIBEIRO",NA,"M",NA,NA,1979-11-01,NA,"MA","São Luís"
"104","https://dadosabertos.camara.leg.br/api/v2/deputados/128760","Paulo Marinho Jr",54,56,"PAULO CELSO FONSECA MARINHO JÚNIOR",NA,"M",NA,NA,1985-02-09,NA,"MA","Caxias"
"105","https://dadosabertos.camara.leg.br/api/v2/deputados/129618","GORETE PEREIRA",52,56,"MARIA GORETE PEREIRA",NA,"F",NA,NA,1952-04-10,NA,"CE","Juazeiro do Norte"
"106","https://dadosabertos.camara.leg.br/api/v2/deputados/132504","Enio Verri",55,56,"ENIO JOSÉ VERRI",NA,"M",NA,NA,1961-03-27,NA,"PR","Maringá"
"107","https://dadosabertos.camara.leg.br/api/v2/deputados/133439","André Figueiredo",52,56,"ANDRÉ PEIXOTO FIGUEIREDO LIMA",NA,"M",NA,NA,1966-11-10,NA,"CE","Fortaleza"
"108","https://dadosabertos.camara.leg.br/api/v2/deputados/133810","Marcelo Moraes",56,56,"MARCELO PIRES MORAES",NA,"M",NA,NA,1979-08-07,NA,"RS","Porto Alegre"
"109","https://dadosabertos.camara.leg.br/api/v2/deputados/133968","Paulo Ramos",48,56,"Paulo Sérgio Ramos Barboza",NA,"M",NA,NA,1944-10-18,NA,"RJ","Rio de Janeiro"
"110","https://dadosabertos.camara.leg.br/api/v2/deputados/134812","Edmilson Rodrigues",55,56,"EDMILSON BRITO RODRIGUES",NA,"M",NA,NA,1957-05-26,NA,"PA","Belém"
"111","https://dadosabertos.camara.leg.br/api/v2/deputados/135054","Cristiano Vale",56,56,"CRISTIANO DUTRA VALE",NA,"M",NA,NA,1970-04-10,NA,"MG","Manhuaçu"
"112","https://dadosabertos.camara.leg.br/api/v2/deputados/136811","Afonso Hamm",52,56,"JOSÉ ALFONSO EBERT HAMM",NA,"M",NA,NA,1962-04-25,NA,"RS","Hulha Negra"
"113","https://dadosabertos.camara.leg.br/api/v2/deputados/137070","Vicentinho Júnior",55,56,"VICENTE ALVES DE OLIVEIRA JUNIOR",NA,"M",NA,NA,1985-04-11,NA,"GO","Goiânia"
"114","https://dadosabertos.camara.leg.br/api/v2/deputados/139285","Lídice da Mata",48,56,"LÍDICE DA MATA E SOUZA",NA,"F",NA,NA,1956-03-12,NA,"BA","Cachoeira"
"115","https://dadosabertos.camara.leg.br/api/v2/deputados/141335","Beto Faro",52,56,"JOSÉ ROBERTO OLIVEIRA FARO",NA,"M",NA,NA,1969-06-20,NA,"PA","Bujaru"
"116","https://dadosabertos.camara.leg.br/api/v2/deputados/141372","Aelton Freitas",53,56,"AELTON JOSÉ DE FREITAS",NA,"M",NA,NA,1961-12-15,NA,"MG","Iturama"
"117","https://dadosabertos.camara.leg.br/api/v2/deputados/141391","Arnaldo Jardim",53,56,"ARNALDO CALIL PEREIRA JARDIM",NA,"M",NA,NA,1955-05-08,NA,"SP","Altinópolis"
"118","https://dadosabertos.camara.leg.br/api/v2/deputados/141398","Carlos Zarattini",53,56,"CARLOS ALBERTO ROLIM ZARATTINI",NA,"M",NA,NA,1959-06-08,NA,"SP","São Paulo"
"119","https://dadosabertos.camara.leg.br/api/v2/deputados/141401","Carlos Bezerra",46,56,"CARLOS GOMES BEZERRA",NA,"M",NA,NA,1941-11-04,NA,"MT","Chapada dos Guimarães"
"120","https://dadosabertos.camara.leg.br/api/v2/deputados/141405","Celso Maldaner",53,56,"CELSO MALDANER",NA,"M",NA,NA,1953-08-30,NA,"SC","Chapecó"
"121","https://dadosabertos.camara.leg.br/api/v2/deputados/141408","Cleber Verde",53,56,"CLEBER VERDE CORDEIRO MENDES",NA,"M",NA,NA,1972-05-10,NA,"MA","Santa Luzia"
"122","https://dadosabertos.camara.leg.br/api/v2/deputados/141411","Dagoberto Nogueira",53,56,"DAGOBERTO NOGUEIRA FILHO",NA,"M",NA,NA,1955-07-21,NA,"SP","São José do Rio Preto"
"123","https://dadosabertos.camara.leg.br/api/v2/deputados/141417","Edio Lopes",53,56,"ÉDIO VIEIRA LOPES",NA,"M",NA,NA,1952-01-04,NA,"SP","Presidente Epitácio"
"124","https://dadosabertos.camara.leg.br/api/v2/deputados/141421","Eduardo da Fonte",53,56,"EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA",NA,"M",NA,NA,1972-10-17,NA,"PE","Recife"
"125","https://dadosabertos.camara.leg.br/api/v2/deputados/141422","Efraim Filho",53,56,"EFRAIM DE ARAÚJO MORAIS FILHO",NA,"M",NA,NA,1979-03-18,NA,"PB","João Pessoa"
"126","https://dadosabertos.camara.leg.br/api/v2/deputados/141427","Fábio Ramalho",53,56,"FÁBIO AUGUSTO RAMALHO DOS SANTOS",NA,"M",NA,NA,1961-12-22,NA,"DF","Brasília"
"127","https://dadosabertos.camara.leg.br/api/v2/deputados/141428","Fábio Faria",53,56,"FÁBIO SALUSTINO MESQUITA DE FARIA",NA,"M",NA,NA,1977-09-01,NA,"RN","Natal"
"128","https://dadosabertos.camara.leg.br/api/v2/deputados/141431","Fernando Coelho Filho",53,56,"FERNANDO BEZERRA DE SOUZA COELHO FILHO",NA,"M",NA,NA,1984-02-28,NA,"PE","Recife"
"129","https://dadosabertos.camara.leg.br/api/v2/deputados/141434","Flaviano Melo",53,56,"FLAVIANO FLÁVIO BAPTISTA DE MELO",NA,"M",NA,NA,1949-11-17,NA,"AC","Rio Branco"
"130","https://dadosabertos.camara.leg.br/api/v2/deputados/141439","Chico D'Angelo",53,56,"FRANCISCO JOSÉ D'ANGELO PINTO",NA,"M",NA,NA,1953-02-11,NA,"RJ","Campos dos Goytacazes"
"131","https://dadosabertos.camara.leg.br/api/v2/deputados/141440","CHICO LOPES",53,56,"FRANCISCO LOPES DA SILVA",NA,"M",NA,NA,1939-08-13,NA,"PI","Teresina"
"132","https://dadosabertos.camara.leg.br/api/v2/deputados/141450","Hugo Leal",53,56,"HUGO LEAL MELO DA SILVA",NA,"M",NA,NA,1962-08-06,NA,"MG","Ouro Fino"
"133","https://dadosabertos.camara.leg.br/api/v2/deputados/141458","João Carlos Bacelar",53,56,"JOÃO CARLOS PAOLILO BACELAR FILHO",NA,"M",NA,NA,1972-10-08,NA,"BA","Salvador"
"134","https://dadosabertos.camara.leg.br/api/v2/deputados/141459","João Maia",53,56,"JOÃO DA SILVA MAIA",NA,"M",NA,NA,1953-09-20,NA,"PB","Brejo do Cruz"
"135","https://dadosabertos.camara.leg.br/api/v2/deputados/141464","José Airton Félix Cirilo",53,56,"JOSÉ AIRTON FÉLIX CIRILO DA SILVA",NA,"M",NA,NA,1957-02-21,NA,"CE","Aracati"
"136","https://dadosabertos.camara.leg.br/api/v2/deputados/141470","José Guimarães",53,56,"JOSÉ NOBRE GUIMARÃES",NA,"M",NA,NA,1957-02-13,NA,"CE","Quixeramobim"
"137","https://dadosabertos.camara.leg.br/api/v2/deputados/141488","Paulo Teixeira",53,56,"LUIZ PAULO TEIXEIRA FERREIRA",NA,"M",NA,NA,1961-05-06,NA,"SP","Águas da Prata"
